Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8
12-06-2023 18:17:23.713,2723,20,7,29,-11,,,
12-06-2023 18:17:23.732,2724,32,4,21,-12,,,
12-06-2023 18:17:23.755,2725,36,6,17,-12,,,
12-06-2023 18:17:23.778,2726,46,5,10,-11,,,
12-06-2023 18:17:23.793,2727,45,7,10,-11,,,
12-06-2023 18:17:23.815,2728,34,9,7,-11,,,
12-06-2023 18:17:23.835,2729,27,8,9,-11,,,
12-06-2023 18:17:23.854,2730,17,11,7,-11,,,
12-06-2023 18:17:23.876,2731,14,16,7,-11,,,
12-06-2023 18:17:23.892,2732,10,18,6,-12,,,
12-06-2023 18:17:23.912,2733,9,19,8,-12,,,
12-06-2023 18:17:23.935,2734,9,19,8,-12,,,
12-06-2023 18:17:23.954,2735,10,18,9,-10,,,
12-06-2023 18:17:23.975,2736,22,18,9,-10,,,
12-06-2023 18:17:23.992,2737,21,10,10,-10,,,
12-06-2023 18:17:24.016,2738,23,11,11,-9,,,
