Timestamp,Iteration,L_Pitch,L_Roll,R_Pitch,R_Roll,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
12-06-2023 17:55:07.541,2268,0,8,20,-7,,,,
12-06-2023 17:55:07.563,2269,3,8,20,-9,,,,
12-06-2023 17:55:07.583,2270,4,8,23,-7,,,,
12-06-2023 17:55:07.599,2271,2,7,24,-7,,,,
12-06-2023 17:55:07.621,2272,11,6,25,-6,,,,
12-06-2023 17:55:07.644,2273,19,6,25,-5,,,,
12-06-2023 17:55:07.662,2274,24,8,24,-5,,,,
12-06-2023 17:55:07.681,2275,24,8,24,-5,,,,
12-06-2023 17:55:07.703,2276,15,11,23,-7,,,,
12-06-2023 17:55:07.719,2277,12,12,23,-7,,,,
12-06-2023 17:55:07.739,2278,10,13,22,-6,,,,
12-06-2023 17:55:07.762,2279,6,17,20,-7,,,,
12-06-2023 17:55:07.780,2280,6,18,18,-8,,,,
12-06-2023 17:55:07.801,2281,10,18,13,-9,,,,
12-06-2023 17:55:07.820,2282,14,14,9,-10,,,,
12-06-2023 17:55:07.846,2283,16,7,5,-11,,,,
12-06-2023 17:55:07.860,2284,19,10,6,-10,,,,
12-06-2023 17:55:07.879,2285,22,11,8,-10,,,,
12-06-2023 17:55:07.906,2286,25,7,7,-8,,,,
12-06-2023 17:55:07.925,2287,25,5,9,-8,,,,
12-06-2023 17:55:07.940,2288,23,6,11,-9,,,,
12-06-2023 17:55:07.964,2289,21,4,16,-7,,,,
12-06-2023 17:55:07.984,2290,21,5,25,-7,,,,
12-06-2023 17:55:08.002,2291,17,4,30,-10,,,,
12-06-2023 17:55:08.023,2292,17,5,18,-10,,,,
12-06-2023 17:55:08.040,2293,16,5,16,-12,,,,
12-06-2023 17:55:08.061,2294,14,5,10,-14,,,,
12-06-2023 17:55:08.080,2295,12,5,6,-15,,,,
12-06-2023 17:55:08.102,2296,11,5,4,-13,,,,
12-06-2023 17:55:08.122,2297,11,4,3,-10,,,,
12-06-2023 17:55:08.143,2298,9,4,4,-10,,,,
12-06-2023 17:55:08.160,2299,8,5,6,-10,,,,
12-06-2023 17:55:08.181,2300,5,7,13,-11,,,,
12-06-2023 17:55:08.202,2301,4,8,17,-3,,,,
12-06-2023 17:55:08.223,2302,6,7,16,-2,,,,
12-06-2023 17:55:08.239,2303,7,6,19,-5,,,,
12-06-2023 17:55:08.262,2304,6,6,20,-1,,,,
12-06-2023 17:55:08.285,2305,5,5,22,-1,,,,
12-06-2023 17:55:08.301,2306,17,5,22,-1,,,,
12-06-2023 17:55:08.324,2307,24,5,20,-2,,,,
12-06-2023 17:55:08.341,2308,25,7,18,-2,,,,
12-06-2023 17:55:08.363,2309,21,11,15,-2,,,,
12-06-2023 17:55:08.383,2310,10,9,14,-3,,,,
12-06-2023 17:55:08.403,2311,5,8,13,-3,,,,
12-06-2023 17:55:08.423,2312,4,14,11,-4,,,,
12-06-2023 17:55:08.443,2313,1,19,9,-4,,,,
12-06-2023 17:55:08.463,2314,2,19,8,-4,,,,
12-06-2023 17:55:08.479,2315,6,20,6,-4,,,,
12-06-2023 17:55:08.502,2316,10,18,3,-6,,,,
12-06-2023 17:55:08.524,2317,13,5,1,-7,,,,
12-06-2023 17:55:08.539,2318,14,10,2,-7,,,,
12-06-2023 17:55:08.560,2319,15,10,3,-7,,,,
12-06-2023 17:55:08.583,2320,20,6,4,-6,,,,
12-06-2023 17:55:08.600,2321,19,3,7,-9,,,,
12-06-2023 17:55:08.618,2322,16,6,8,-9,,,,
12-06-2023 17:55:08.641,2323,14,5,22,-6,,,,
12-06-2023 17:55:08.659,2324,13,3,26,-9,,,,
12-06-2023 17:55:08.680,2325,11,4,18,-10,,,,
12-06-2023 17:55:08.703,2326,10,4,12,-11,,,,
